producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Panchos cortos SCHNECK al vacío x 1.2 kg,Schneck,Competencia,Schneck,Panchos y frankfurters,995,,,,,,,disco,,331661,https://www.disco.com.uy/product/panchos-cortos-schneck-al-vacio-x-1-2-kg/331661
Panchos largos SCHNECK 8 un.,Schneck,Competencia,Schneck,Panchos y frankfurters,359,,,,,,,devoto,,331626,https://www.devoto.com.uy/product/panchos-largos-schneck-8-un/331626
Panchos largos SCHNECK 8 un.,Schneck,Competencia,Schneck,Panchos y frankfurters,359,,,,,,,disco,,331626,https://www.disco.com.uy/product/panchos-largos-schneck-8-un/331626
Panchos largos SCHNECK 8 un.,Schneck,Competencia,Schneck,Panchos y frankfurters,359,,,,,,,geant,,331626,https://www.geant.com.uy/product/panchos-largos-schneck-8-un/331626
"Panchos largos Schneck envasado al vacío x 1,7 kg",Schneck,Competencia,Schneck,Panchos y frankfurters,863,1468,,,,,,devoto,,335032,https://www.devoto.com.uy/product/panchos-largos-schneck-envasado-al-vacio-x-1-7-kg/335032
"Panchos largos Schneck envasado al vacío x 1,7 kg",Schneck,Competencia,Schneck,Panchos y frankfurters,863,1468,,,,,,disco,,335032,https://www.disco.com.uy/product/panchos-largos-schneck-envasado-al-vacio-x-1-7-kg/335032
Panchos Schneck 1/4Kg Al Vacio,Schneck,Competencia,Schneck,Panchos y frankfurters,269.9,269.9,,,,,,eldorado,,6776,https://www.eldorado.com.uy/panchos-schneck-1-4kg-al-vacio/p
Panchos Schneck Largos Al Vacio 1/2Kg,Schneck,Competencia,Schneck,Panchos y frankfurters,330,399,,,,,,eldorado,,1642,https://www.eldorado.com.uy/panchos-schneck-largos-al-vacio-1-2kg/p
Salchicha Schneck Hungaras Paquete 8un,Schneck,Competencia,Schneck,Panchos y frankfurters,415,415,,,,,,eldorado,,49600,https://www.eldorado.com.uy/salchicha-schneck-hungaras-paquete-8un/p
Frankfurter Angus Sarubbi Cheddar Y Barbacoa 8 U,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,288,288,,,,,,tata,,21579,https://www.tata.com.uy/frankfurter-angus-sarubbi-cheddar-y-barbacoa-8-u-21579/p
Frankfurter Rausa Sarubbi 8 Ud,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,110,110,,,,,,tata,,170677,https://www.tata.com.uy/frankfurter-rausa-sarubbi-8-ud-170677/p
Frankfurter Sarubbi 15 U,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,399,399,,,,,,tata,,14135,https://www.tata.com.uy/frankfurter-sarubbi-15-u-14135/p
Frankfurters Sarubbi 4 U,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,70,70,,,,,,tata,,7918,https://www.tata.com.uy/frankfurters-sarubbi-4-u-7918/p
Frankfurters Sarubbi Medianos 15Und,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,319,319,,,,,,eldorado,,9315,https://www.eldorado.com.uy/frankfurters-sarubbi-medianos-15und/p
Frankfurters SARUBBI x 15 Unidades,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,440,,,,,,,tiendainglesa,,412274,"https://www.tiendainglesa.com.uy/supermercado/frankfurters-sarubbi-x-15-unidades.producto?412274,,42"
Frankfurters SARUBBI x 4 Unidades,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,90,,,,,,,tiendainglesa,,336401,"https://www.tiendainglesa.com.uy/supermercado/frankfurters-sarubbi-x-4-unidades.producto?336401,,42"
Panchos Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,249,,,,,,,devoto,,331423,https://www.devoto.com.uy/product/panchos-angus-sarubbi-x-8/331423
Panchos Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,249,,,,,,,disco,,331423,https://www.disco.com.uy/product/panchos-angus-sarubbi-x-8/331423
Panchos Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,249,,,,,,,geant,,331423,https://www.geant.com.uy/product/panchos-angus-sarubbi-x-8/331423
Panchos cheddar y bbq Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,275,,,,,,,devoto,,331430,https://www.devoto.com.uy/product/panchos-cheddar-y-bbq-angus-sarubbi-x-8/331430
Panchos cheddar y bbq Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,275,,,,,,,disco,,331430,https://www.disco.com.uy/product/panchos-cheddar-y-bbq-angus-sarubbi-x-8/331430
Panchos cheddar y bbq Angus SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,275,,,,,,,geant,,331430,https://www.geant.com.uy/product/panchos-cheddar-y-bbq-angus-sarubbi-x-8/331430
Panchos SARUBBI 8 un. 2x1,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,365,,,,,,,devoto,,300821,https://www.devoto.com.uy/product/panchos-sarubbi-8-un-2x1/300821
Panchos SARUBBI 8 un. 2x1,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,365,,,,,,,disco,,300821,https://www.disco.com.uy/product/panchos-sarubbi-8-un-2x1/300821
Panchos SARUBBI 8 un. 2x1,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,365,,,,,,,geant,,300821,https://www.geant.com.uy/product/panchos-sarubbi-8-un-2x1/300821
Panchos Sarubbi 8+8Und Pack,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,379,379,,,,,,eldorado,,7474,https://www.eldorado.com.uy/panchos-sarubbi-8-8und-pack/p
Panchos SARUBBI al vacío,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,570,,,,,,,devoto,,331612,https://www.devoto.com.uy/product/panchos-sarubbi-al-vacio/331612
Panchos SARUBBI al vacío,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,570,,,,,,,disco,,331612,https://www.disco.com.uy/product/panchos-sarubbi-al-vacio/331612
Salchicha premium SARUBBI al vacío x 300 g,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,287,,,,,,,devoto,,346502,https://www.devoto.com.uy/product/salchicha-premium-sarubbi-al-vacio-x-300-g/346502
Salchicha premium SARUBBI al vacío x 300 g,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,287,,,,,,,disco,,346502,https://www.disco.com.uy/product/salchicha-premium-sarubbi-al-vacio-x-300-g/346502
Salchichas Frankfurter Angus de Cheddar y Barbacoa SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,300,,,,,,,tiendainglesa,,1093865,"https://www.tiendainglesa.com.uy/supermercado/salchichas-frankfurter-angus-de-cheddar-y-barbacoa-sarubbi-x-8.producto?1093865,,42"
Salchichas Frankfurter Angus Tradicional SARUBBI x 8,Sarubbi,Sarubbi,Sarubbi,Panchos y frankfurters,300,,,,,,,tiendainglesa,,1093864,"https://www.tiendainglesa.com.uy/supermercado/salchichas-frankfurter-angus-tradicional-sarubbi-x-8.producto?1093864,,42"
Chacarero al Vacío CAMPOSUR (Kg),Camposur,Competencia,Camposur,Salames y salamini,940,,,,,,,tiendainglesa,,203562,"https://www.tiendainglesa.com.uy/supermercado/chacarero-al-vacio-camposur-kg.producto?203562,,42"
Chacarero corto al vacío CAMPOSUR 200g,Camposur,Competencia,Camposur,Salames y salamini,182,909,,,,,,devoto,,302004,https://www.devoto.com.uy/product/chacarero-corto-al-vacio-camposur-200g/302004
Chacarero corto al vacío CAMPOSUR 200g,Camposur,Competencia,Camposur,Salames y salamini,182,909,,,,,,disco,,302004,https://www.disco.com.uy/product/chacarero-corto-al-vacio-camposur-200g/302004
Chacarero corto al vacío CAMPOSUR 200g,Camposur,Competencia,Camposur,Salames y salamini,182,909,,,,,,geant,,302004,https://www.geant.com.uy/product/chacarero-corto-al-vacio-camposur-200g/302004
Chacarero finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,devoto,,300454,https://www.devoto.com.uy/product/chacarero-finceta-camposur-kg/300454
Chacarero finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,disco,,300454,https://www.disco.com.uy/product/chacarero-finceta-camposur-kg/300454
Chacarero finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,geant,,300454,https://www.geant.com.uy/product/chacarero-finceta-camposur-kg/300454
Chorizo Cantimpalo Camposur x 300 g,Camposur,Competencia,Camposur,Salames y salamini,177,590,,,,,,disco,,374152,https://www.disco.com.uy/product/chorizo-cantimpalo-camposur-x-300-g/374152
Chorizo Cantimpalo Camposur x 300 g,Camposur,Competencia,Camposur,Salames y salamini,177,590,,,,,,geant,,374152,https://www.geant.com.uy/product/chorizo-cantimpalo-camposur-x-300-g/374152
Longaniza al Vacío CAMPOSUR (Kg),Camposur,Competencia,Camposur,Salames y salamini,940,,,,,,,tiendainglesa,,1011490,"https://www.tiendainglesa.com.uy/supermercado/longaniza-al-vacio-camposur-kg.producto?1011490,,42"
Salame finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,devoto,,300321,https://www.devoto.com.uy/product/salame-finceta-camposur-kg/300321
Salame finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,disco,,300321,https://www.disco.com.uy/product/salame-finceta-camposur-kg/300321
Salame finceta CAMPOSUR kg,Camposur,Competencia,Camposur,Salames y salamini,869,,,,,,,geant,,300321,https://www.geant.com.uy/product/salame-finceta-camposur-kg/300321
Salame Milán CAMPOSUR (Kg),Camposur,Competencia,Camposur,Salames y salamini,800,,,,,,,tiendainglesa,,100878,"https://www.tiendainglesa.com.uy/supermercado/salame-milan-camposur-kg.producto?100878,,42"
Salamín al Vacío CAMPOSUR (Kg),Camposur,Competencia,Camposur,Salames y salamini,940,,,,,,,tiendainglesa,,1011488,"https://www.tiendainglesa.com.uy/supermercado/salamin-al-vacio-camposur-kg.producto?1011488,,42"
Salamín con Queso CAMPOSUR,Camposur,Competencia,Camposur,Salames y salamini,990,,,,,,,tiendainglesa,,1095974,"https://www.tiendainglesa.com.uy/supermercado/salamin-con-queso-camposur.producto?1095974,,42"
Chacarero CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,devoto,,366548,https://www.devoto.com.uy/product/chacarero-cattivelli-al-vacio-x-250-g/366548
Chacarero CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,disco,,366548,https://www.disco.com.uy/product/chacarero-cattivelli-al-vacio-x-250-g/366548
Chacarero CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,geant,,366548,https://www.geant.com.uy/product/chacarero-cattivelli-al-vacio-x-250-g/366548
Chacarero CATTIVELLI x 150 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,152,1009,,,,,,devoto,,350892,https://www.devoto.com.uy/product/chacarero-cattivelli-x-150-g/350892
Chacarero CATTIVELLI x 150 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,152,1009,,,,,,disco,,350892,https://www.disco.com.uy/product/chacarero-cattivelli-x-150-g/350892
Chacarero CATTIVELLI x 150 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,152,1009,,,,,,geant,,350892,https://www.geant.com.uy/product/chacarero-cattivelli-x-150-g/350892
Chorizo Cantimpalo Cattivelli 1 Kg,Cattivelli,Competencia,Cattivelli,Salames y salamini,499,499,,,,,,tata,,173565,https://www.tata.com.uy/chorizo-cantimpalo-cattivelli-1-kg-1000582138-173565/p
Longaniza Ahumada Cattivelli 250 G,Cattivelli,Competencia,Cattivelli,Salames y salamini,315,1260,,,,,,tata,,118937,https://www.tata.com.uy/longaniza-ahumada-cattivelli-250-g-118937/p
Longaniza Ahumada CATTIVELLI vacío x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,318,1059,,,,,,devoto,,353320,https://www.devoto.com.uy/product/longaniza-ahumada-cattivelli-vacio-x-300-g/353320
Longaniza Ahumada CATTIVELLI vacío x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,318,1059,,,,,,disco,,353320,https://www.disco.com.uy/product/longaniza-ahumada-cattivelli-vacio-x-300-g/353320
Longaniza Ahumada CATTIVELLI vacío x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,318,1059,,,,,,geant,,353320,https://www.geant.com.uy/product/longaniza-ahumada-cattivelli-vacio-x-300-g/353320
Longaniza CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1120,,,,,,,tiendainglesa,,4048,"https://www.tiendainglesa.com.uy/supermercado/longaniza-cattivelli-kg.producto?4048,,42"
Longaniza Cattivelli Ahumado Trozo,Cattivelli,Competencia,Cattivelli,Salames y salamini,1248,1248,,,,,,eldorado,,6724,https://www.eldorado.com.uy/longaniza-cattivelli-ahumado-trozo/p
Longaniza CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,302,1005,,,,,,devoto,,353376,https://www.devoto.com.uy/product/longaniza-cattivelli-x-300-g/353376
Longaniza CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,302,1005,,,,,,disco,,353376,https://www.disco.com.uy/product/longaniza-cattivelli-x-300-g/353376
Longaniza CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,302,1005,,,,,,geant,,353376,https://www.geant.com.uy/product/longaniza-cattivelli-x-300-g/353376
Longaniza Pipa CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1120,,,,,,,tiendainglesa,,5220,"https://www.tiendainglesa.com.uy/supermercado/longaniza-pipa-cattivelli-kg.producto?5220,,42"
Longaniza pipa CATTIVELLI,Cattivelli,Competencia,Cattivelli,Salames y salamini,1009,,,,,,,devoto,,353375,https://www.devoto.com.uy/product/longaniza-pipa-cattivelli/353375
Longaniza pipa CATTIVELLI,Cattivelli,Competencia,Cattivelli,Salames y salamini,1009,,,,,,,disco,,353375,https://www.disco.com.uy/product/longaniza-pipa-cattivelli/353375
Popurri Salame y Longaniza CATTIVELLI 200 gr,Cattivelli,Competencia,Cattivelli,Salames y salamini,320,,,,,,,tiendainglesa,,100953,"https://www.tiendainglesa.com.uy/supermercado/popurri-salame-y-longaniza-cattivelli-200-gr.producto?100953,,42"
Popurrí salame y longaniza CATTIVELLI fetas al vacío 200 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,289,,,,,,,devoto,,362223,https://www.devoto.com.uy/product/popurri-salame-y-longaniza-cattivelli-fetas-al-vacio-200-g/362223
Popurrí salame y longaniza CATTIVELLI fetas al vacío 200 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,289,,,,,,,disco,,362223,https://www.disco.com.uy/product/popurri-salame-y-longaniza-cattivelli-fetas-al-vacio-200-g/362223
Popurrí salame y longaniza CATTIVELLI fetas al vacío 200 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,289,,,,,,,geant,,362223,https://www.geant.com.uy/product/popurri-salame-y-longaniza-cattivelli-fetas-al-vacio-200-g/362223
Popurrí Salame Y Longaniza Feteado Al Vacio 200 G,Cattivelli,Competencia,Cattivelli,Salames y salamini,288,288,,,,,,tata,,14617,https://www.tata.com.uy/popurri-salame-y-longaniza-feteado-al-vacio-200-g-14617/p
Salame Ahumado Cattivelli Al Vacio 230 G,Cattivelli,Competencia,Cattivelli,Salames y salamini,213.9,1260,,,,,,tata,,118939,https://www.tata.com.uy/salame-ahumado-cattivelli-al-vacio-230-g-118939/p
Salame ahumado CATTIVELLI vacío x 230 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,244,1059,,,,,,devoto,,366525,https://www.devoto.com.uy/product/salame-ahumado-cattivelli-vacio-x-230-g/366525
Salame ahumado CATTIVELLI vacío x 230 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,244,1059,,,,,,disco,,366525,https://www.disco.com.uy/product/salame-ahumado-cattivelli-vacio-x-230-g/366525
Salame ahumado CATTIVELLI vacío x 230 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,244,1059,,,,,,geant,,366525,https://www.geant.com.uy/product/salame-ahumado-cattivelli-vacio-x-230-g/366525
Salame CATTIVELLI Parapique (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1100,,,,,,,tiendainglesa,,96414,"https://www.tiendainglesa.com.uy/supermercado/salame-cattivelli-parapique-kg.producto?96414,,42"
Salame Cattivelli Parapique Al Vacio Pack Kg,Cattivelli,Competencia,Cattivelli,Salames y salamini,1140,1140,,,,,,eldorado,,10626,https://www.eldorado.com.uy/salame-cattivelli-parapique-al-vacio-pack-kg/p
Salame Cattivelli Snack Un,Cattivelli,Competencia,Cattivelli,Salames y salamini,60.9,60.9,,,,,,eldorado,,1559,https://www.eldorado.com.uy/salame-cattivelli-snack-un/p
Salame Cattivelli Tipo Italiano Al Vacio Pack Kg,Cattivelli,Competencia,Cattivelli,Salames y salamini,1142,1142,,,,,,eldorado,,2980,https://www.eldorado.com.uy/salame-cattivelli-tipo-italiano-al-vacio-pack-kg/p
Salame Chacarero CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1180,,,,,,,tiendainglesa,,26767,"https://www.tiendainglesa.com.uy/supermercado/salame-chacarero-cattivelli-kg.producto?26767,,42"
Salame De Milan Cattivelli Envasado Al Vacío 200 G,Cattivelli,Competencia,Cattivelli,Salames y salamini,319,319,,,,,,tata,,14618,https://www.tata.com.uy/salame-de-milan-cattivelli-envasado-al-vacio-200-g-14618/p
Salame de Milan CATTIVELLI Export (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1100,,,,,,,tiendainglesa,,1909,"https://www.tiendainglesa.com.uy/supermercado/salame-de-milan-cattivelli-export-kg.producto?1909,,42"
Salame de Milan Envasado al Vacío CATTIVELLI 200 gr,Cattivelli,Competencia,Cattivelli,Salames y salamini,320,,,,,,,tiendainglesa,,317782,"https://www.tiendainglesa.com.uy/supermercado/salame-de-milan-envasado-al-vacio-cattivelli-200-gr.producto?317782,,42"
Salame Milan CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1080,,,,,,,tiendainglesa,,23608,"https://www.tiendainglesa.com.uy/supermercado/salame-milan-cattivelli-kg.producto?23608,,42"
Salame Milán CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,50,990,,,,,,devoto,,366520,https://www.devoto.com.uy/product/salame-milan-cattivelli-x-50-g/366520
Salame Milán CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,50,990,,,,,,disco,,366520,https://www.disco.com.uy/product/salame-milan-cattivelli-x-50-g/366520
Salame Milán CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,50,990,,,,,,geant,,366520,https://www.geant.com.uy/product/salame-milan-cattivelli-x-50-g/366520
Salame Milán export CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,devoto,,366524,https://www.devoto.com.uy/product/salame-milan-export-cattivelli-al-vacio-x-250-g/366524
Salame Milán export CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,disco,,366524,https://www.disco.com.uy/product/salame-milan-export-cattivelli-al-vacio-x-250-g/366524
Salame Milán export CATTIVELLI al vacío x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,geant,,366524,https://www.geant.com.uy/product/salame-milan-export-cattivelli-al-vacio-x-250-g/366524
Salame Parapique Cattivelli Al Vacio 250 Gr,Cattivelli,Competencia,Cattivelli,Salames y salamini,250,289,,,,,,tata,,164760,https://www.tata.com.uy/salame-parapique-cattivelli-al-vacio-250-gr-164760/p
Salame Parapique CATTIVELLI x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,geant,,300891,https://www.geant.com.uy/product/salame-parapique-cattivelli-x-250-g/300891
Salame Tipo Italiano Cattivelli Al Vacio,Cattivelli,Competencia,Cattivelli,Salames y salamini,250,289,,,,,,tata,,161808,https://www.tata.com.uy/salame-tipo-italiano-cattivelli-al-vacio-161808/p
Salame tipo italiano CATTIVELLI x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,devoto,,360183,https://www.devoto.com.uy/product/salame-tipo-italiano-cattivelli-x-250-g/360183
Salame tipo italiano CATTIVELLI x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,disco,,360183,https://www.disco.com.uy/product/salame-tipo-italiano-cattivelli-x-250-g/360183
Salame tipo italiano CATTIVELLI x 250 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,265,1059,,,,,,geant,,360183,https://www.geant.com.uy/product/salame-tipo-italiano-cattivelli-x-250-g/360183
Salami snack CATTIVELLI 35 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,51,,,,,,,devoto,,366999,https://www.devoto.com.uy/product/salami-snack-cattivelli-35-g/366999
Salami snack CATTIVELLI 35 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,51,,,,,,,disco,,366999,https://www.disco.com.uy/product/salami-snack-cattivelli-35-g/366999
Salami snack CATTIVELLI 35 g,Cattivelli,Competencia,Cattivelli,Salames y salamini,51,,,,,,,geant,,366999,https://www.geant.com.uy/product/salami-snack-cattivelli-35-g/366999
Salami Snack CATTIVELLI Envasado al Vacío 35 gr,Cattivelli,Competencia,Cattivelli,Salames y salamini,50,,,,,,,tiendainglesa,,5435,"https://www.tiendainglesa.com.uy/supermercado/salami-snack-cattivelli-envasado-al-vacio-35-gr.producto?5435,,42"
Salamin Snack Cattivelli 1 U,Cattivelli,Competencia,Cattivelli,Salames y salamini,59,59,,,,,,tata,,50750,https://www.tata.com.uy/salamin-snack-cattivelli-1-u-50750/p
Salamín Tipo Italiano CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Salames y salamini,1100,,,,,,,tiendainglesa,,93601,"https://www.tiendainglesa.com.uy/supermercado/salamin-tipo-italiano-cattivelli-kg.producto?93601,,42"
Húngaro Salame CENTENARIO Envasado al Vacío 220 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,230,,,,,,,tiendainglesa,,345138,"https://www.tiendainglesa.com.uy/supermercado/hungaro-salame-centenario-envasado-al-vacio-220-g.producto?345138,,42"
Longaniza Ahumada Centenario 180 G,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,310,310,,,,,,tata,,119929,https://www.tata.com.uy/longaniza-ahumada-centenario-180-g-119929/p
Longaniza Ahumada CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,devoto,,302104,https://www.devoto.com.uy/product/longaniza-ahumada-centenario-a-v-230-g/302104
Longaniza Ahumada CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,disco,,302104,https://www.disco.com.uy/product/longaniza-ahumada-centenario-a-v-230-g/302104
Longaniza Ahumada CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,geant,,302104,https://www.geant.com.uy/product/longaniza-ahumada-centenario-a-v-230-g/302104
Longaniza Al Vacío Centenario 230 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,310,310,,,,,,tata,,16419,https://www.tata.com.uy/longaniza-al-vacio-centenario-230-gr-16419/p
Picadito Longaniza Sin Piel Centenario 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,135,135,,,,,,tata,,16425,https://www.tata.com.uy/picadito-longaniza-sin-piel-centenario-100-g-16425/p
Picaditos de salame sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,devoto,,300172,https://www.devoto.com.uy/product/picaditos-de-salame-sin-piel-centenario-100-g/300172
Picaditos de salame sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,disco,,300172,https://www.disco.com.uy/product/picaditos-de-salame-sin-piel-centenario-100-g/300172
Picaditos de salame sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,geant,,300172,https://www.geant.com.uy/product/picaditos-de-salame-sin-piel-centenario-100-g/300172
Picaditos longaniza sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,devoto,,300171,https://www.devoto.com.uy/product/picaditos-longaniza-sin-piel-centenario-100-g/300171
Picaditos longaniza sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,disco,,300171,https://www.disco.com.uy/product/picaditos-longaniza-sin-piel-centenario-100-g/300171
Picaditos longaniza sin piel CENTENARIO 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,139,,,,,,,geant,,300171,https://www.geant.com.uy/product/picaditos-longaniza-sin-piel-centenario-100-g/300171
Picaditos Salamin Centenario 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,135,135,,,,,,tata,,16424,https://www.tata.com.uy/picaditos-salamin-centenario-100-g-16424/p
Salame bastón CENTENARIO 500 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,519,,,,,,,devoto,,302101,https://www.devoto.com.uy/product/salame-baston-centenario-500-g/302101
Salame bastón CENTENARIO 500 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,519,,,,,,,disco,,302101,https://www.disco.com.uy/product/salame-baston-centenario-500-g/302101
Salame bastón CENTENARIO 500 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,519,,,,,,,geant,,302101,https://www.geant.com.uy/product/salame-baston-centenario-500-g/302101
Salame Chacarero sin Piel CENTENARIO a/v - 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,229,,,,,,,disco,,301675,https://www.disco.com.uy/product/salame-chacarero-sin-piel-centenario-a-v-200-g/301675
Salame Chacarero sin Piel CENTENARIO a/v - 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,229,,,,,,,geant,,301675,https://www.geant.com.uy/product/salame-chacarero-sin-piel-centenario-a-v-200-g/301675
Salame Hungaro Centenario Al Vacío 180 G,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,310,310,,,,,,tata,,3910,https://www.tata.com.uy/salame-hungaro-centenario-al-vacio-180-g-3910/p
Salame Milan Centenario 200 G,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,355,355,,,,,,tata,,19171,https://www.tata.com.uy/salame-milan-centenario-200-g-19171/p
Salame Milán Feteado CENTENARIO Envasado al Vacío 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,327,,,,,,,tiendainglesa,,410250,"https://www.tiendainglesa.com.uy/supermercado/salame-milan-feteado-centenario-envasado-al-vacio-200-gr.producto?410250,,42"
Salame Pipa sin Piel CENTENARIO a/v - 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,229,,,,,,,devoto,,301674,https://www.devoto.com.uy/product/salame-pipa-sin-piel-centenario-a-v-200-g/301674
Salame Pipa sin Piel CENTENARIO a/v - 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,229,,,,,,,disco,,301674,https://www.disco.com.uy/product/salame-pipa-sin-piel-centenario-a-v-200-g/301674
