producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Salame Pipa sin Piel CENTENARIO a/v - 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,229,,,,,,,geant,,301674,https://www.geant.com.uy/product/salame-pipa-sin-piel-centenario-a-v-200-g/301674
Salamín Ahumado CENTENARIO 180 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,250,,,,,,,tiendainglesa,,1004155,"https://www.tiendainglesa.com.uy/supermercado/salamin-ahumado-centenario-180-g.producto?1004155,,42&campaign=search_facets"
Salamín Ahumado CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,devoto,,302103,https://www.devoto.com.uy/product/salamin-ahumado-centenario-a-v-230-g/302103
Salamín Ahumado CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,disco,,302103,https://www.disco.com.uy/product/salamin-ahumado-centenario-a-v-230-g/302103
Salamín Ahumado CENTENARIO A/V 230 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,299,,,,,,,geant,,302103,https://www.geant.com.uy/product/salamin-ahumado-centenario-a-v-230-g/302103
Salamin Al Vacío Centenario 250 Gr,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,310,310,,,,,,tata,,16421,https://www.tata.com.uy/salamin-al-vacio-centenario-250-gr-16421/p
Salamin Bastón Al Vacío Sin Piel Centenario 520 Gr,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,550,550,,,,,,tata,,11809,https://www.tata.com.uy/salamin-baston-al-vacio-sin-piel-centenario-520-gr-11809/p
Salamín CENTENARIO al Vacío 220 g,Alimentos Centenario,Competencia,Alimentos Centenario,Salames y salamini,230,,,,,,,tiendainglesa,,345141,"https://www.tiendainglesa.com.uy/supermercado/salamin-centenario-al-vacio-220-g.producto?345141,,42"
Chacarero al vacío La Constancia x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,devoto,,300093,https://www.devoto.com.uy/product/chacarero-al-vacio-la-constancia-x-200-g/300093
Chacarero al vacío La Constancia x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,disco,,300093,https://www.disco.com.uy/product/chacarero-al-vacio-la-constancia-x-200-g/300093
Chacarero al vacío La Constancia x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,geant,,300093,https://www.geant.com.uy/product/chacarero-al-vacio-la-constancia-x-200-g/300093
Longaniza La Constancia Para Fetear 100 G,La Constancia,Competencia,La Constancia,Salames y salamini,87,870,,,,,,tata,,7847,https://www.tata.com.uy/longaniza-la-constancia-para-fetear-100-g-7847/p
Longaniza La Constancia x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,710,,,,,,devoto,,301804,https://www.devoto.com.uy/product/longaniza-la-constancia-x-250-g/301804
Longaniza La Constancia x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,710,,,,,,disco,,301804,https://www.disco.com.uy/product/longaniza-la-constancia-x-250-g/301804
Longaniza pipa al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,devoto,,300092,https://www.devoto.com.uy/product/longaniza-pipa-al-vacio-la-constancia-x-200-g/300092
Longaniza pipa al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,disco,,300092,https://www.disco.com.uy/product/longaniza-pipa-al-vacio-la-constancia-x-200-g/300092
Longaniza pipa al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,178,889,,,,,,geant,,300092,https://www.geant.com.uy/product/longaniza-pipa-al-vacio-la-constancia-x-200-g/300092
Longaniza pipa LA CONSTANCIA x 300 g,La Constancia,Competencia,La Constancia,Salames y salamini,243,809,,,,,,disco,,301805,https://www.disco.com.uy/product/longaniza-pipa-la-constancia-x-300-g/301805
Salame de Milán LA CONSTANCIA (Kg),La Constancia,Competencia,La Constancia,Salames y salamini,840,,,,,,,tiendainglesa,,5841,"https://www.tiendainglesa.com.uy/supermercado/salame-de-milan-la-constancia-kg.producto?5841,,42"
Salame finceta cortado al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,180,899,,,,,,devoto,,351360,https://www.devoto.com.uy/product/salame-finceta-cortado-al-vacio-la-constancia-x-200-g/351360
Salame finceta cortado al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,180,899,,,,,,disco,,351360,https://www.disco.com.uy/product/salame-finceta-cortado-al-vacio-la-constancia-x-200-g/351360
Salame finceta cortado al vacío LA CONSTANCIA x 200 g,La Constancia,Competencia,La Constancia,Salames y salamini,180,899,,,,,,geant,,351360,https://www.geant.com.uy/product/salame-finceta-cortado-al-vacio-la-constancia-x-200-g/351360
Salame La Constancia Milan Seco Tripa Arificial (1610820),La Constancia,Competencia,La Constancia,Salames y salamini,753,753,,,,,,eldorado,,1203,https://www.eldorado.com.uy/salame-la-constancia-milan-seco-tripa-arificial-1610820/p
Salame Milan La Constancia 100 G,La Constancia,Competencia,La Constancia,Salames y salamini,81,810,,,,,,tata,,7890,https://www.tata.com.uy/salame-milan-la-constancia-100-g-7890/p
Salame Milán LA CONSTANCIA atmósfera controlada x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,213,850,,,,,,devoto,,300263,https://www.devoto.com.uy/product/salame-milan-la-constancia-atmosfera-controlada-x-250-g/300263
Salame Milán LA CONSTANCIA atmósfera controlada x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,213,850,,,,,,disco,,300263,https://www.disco.com.uy/product/salame-milan-la-constancia-atmosfera-controlada-x-250-g/300263
Salame Milán LA CONSTANCIA atmósfera controlada x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,200,800,,,,,,geant,,300989,https://www.geant.com.uy/product/salame-milan-la-constancia-atmosfera-controlada-x-250-g/300989
Salame Milán LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Salames y salamini,40,800,,,,,,devoto,,366526,https://www.devoto.com.uy/product/salame-milan-la-constancia-x-50-g/366526
Salame Milán LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Salames y salamini,40,800,,,,,,disco,,366526,https://www.disco.com.uy/product/salame-milan-la-constancia-x-50-g/366526
Salame Milán LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Salames y salamini,40,800,,,,,,geant,,366526,https://www.geant.com.uy/product/salame-milan-la-constancia-x-50-g/366526
Salamín al vacío LA CONSTANCIA x 150 g,La Constancia,Competencia,La Constancia,Salames y salamini,134,889,,,,,,devoto,,300091,https://www.devoto.com.uy/product/salamin-al-vacio-la-constancia-x-150-g/300091
Salamín al vacío LA CONSTANCIA x 150 g,La Constancia,Competencia,La Constancia,Salames y salamini,134,889,,,,,,disco,,300091,https://www.disco.com.uy/product/salamin-al-vacio-la-constancia-x-150-g/300091
Salamines La Constancia Vacio Kg,La Constancia,Competencia,La Constancia,Salames y salamini,779,779,,,,,,eldorado,,26322,https://www.eldorado.com.uy/salamines-la-constancia-vacio-kg/p
Salamines LA CONSTANCIA x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,210,839,,,,,,devoto,,301801,https://www.devoto.com.uy/product/salamines-la-constancia-x-250-g/301801
Salamines LA CONSTANCIA x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,210,839,,,,,,disco,,301801,https://www.disco.com.uy/product/salamines-la-constancia-x-250-g/301801
Salamines LA CONSTANCIA x 250 g,La Constancia,Competencia,La Constancia,Salames y salamini,210,839,,,,,,geant,,301801,https://www.geant.com.uy/product/salamines-la-constancia-x-250-g/301801
Cantimpalo Al Vacío Ottonello 230 gr,Ottonello,Competencia,Ottonello,Salames y salamini,197,197,,,,,,tata,,31159,https://www.tata.com.uy/cantimpalo-al-vacio-ottonello-230-gr-1000349582-31159/p
Cantimpalo al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,devoto,,300496,https://www.devoto.com.uy/product/cantimpalo-al-vacio-ottonello-x-200-g/300496
Cantimpalo al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,disco,,300496,https://www.disco.com.uy/product/cantimpalo-al-vacio-ottonello-x-200-g/300496
Cantimpalo al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,geant,,300496,https://www.geant.com.uy/product/cantimpalo-al-vacio-ottonello-x-200-g/300496
Chacarero al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,devoto,,300483,https://www.devoto.com.uy/product/chacarero-al-vacio-ottonello-x-200-g/300483
Chacarero al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,disco,,300483,https://www.disco.com.uy/product/chacarero-al-vacio-ottonello-x-200-g/300483
Chacarero Al Vacio Ottonello,Ottonello,Competencia,Ottonello,Salames y salamini,254,254,,,,,,tata,,79346,https://www.tata.com.uy/chacarero-al-vacio-ottonello-79346/p
Feteado grueso salame Milan pic.fino OTTONELLO x 250 g,Ottonello,Competencia,Ottonello,Salames y salamini,150,,,,,,,devoto,,300768,https://www.devoto.com.uy/product/feteado-grueso-salame-milan-pic-fino-ottonello-x-250-g/300768
Feteado grueso salame Milan pic.fino OTTONELLO x 250 g,Ottonello,Competencia,Ottonello,Salames y salamini,150,,,,,,,disco,,300768,https://www.disco.com.uy/product/feteado-grueso-salame-milan-pic-fino-ottonello-x-250-g/300768
Feteado grueso salame Milan pic.fino OTTONELLO x 250 g,Ottonello,Competencia,Ottonello,Salames y salamini,150,,,,,,,geant,,300768,https://www.geant.com.uy/product/feteado-grueso-salame-milan-pic-fino-ottonello-x-250-g/300768
Longaniza al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,devoto,,300482,https://www.devoto.com.uy/product/longaniza-al-vacio-ottonello-x-200-g/300482
Longaniza al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,disco,,300482,https://www.disco.com.uy/product/longaniza-al-vacio-ottonello-x-200-g/300482
Longaniza Ottonello Al Vacío 200 G,Ottonello,Competencia,Ottonello,Salames y salamini,197,197,,,,,,tata,,31161,https://www.tata.com.uy/longaniza-ottonello-al-vacio-200-g-31161/p
Longaniza Ottonello Pipon Kg (1601745).,Ottonello,Competencia,Ottonello,Salames y salamini,893,893,,,,,,eldorado,,7762,https://www.eldorado.com.uy/longaniza-ottonello-pipon-kg-1601745/p
Longaniza Pipon Ottonello 1 Kg,Ottonello,Competencia,Ottonello,Salames y salamini,940,940,,,,,,tata,,3893,https://www.tata.com.uy/longaniza-pipon-ottonello-1-kg-3893/p
"Pack Longaniza, Salame y Chorizo OTTONELLO Caja x 3 Unidades",Ottonello,Competencia,Ottonello,Salames y salamini,380,,,,,,,tiendainglesa,,98285,"https://www.tiendainglesa.com.uy/supermercado/pack-longaniza-salame-y-chorizo-ottonello-caja-x-3-unidades.producto?98285,,42"
"Pack OTTONELLO Longaniza, Salamín y Cantimpalo",Ottonello,Competencia,Ottonello,Salames y salamini,299,,,,,,,devoto,,300878,https://www.devoto.com.uy/product/pack-ottonello-longaniza-salamin-y-cantimpalo/300878
"Pack OTTONELLO Longaniza, Salamín y Cantimpalo",Ottonello,Competencia,Ottonello,Salames y salamini,299,,,,,,,disco,,300878,https://www.disco.com.uy/product/pack-ottonello-longaniza-salamin-y-cantimpalo/300878
"Pack OTTONELLO Longaniza, Salamín y Cantimpalo",Ottonello,Competencia,Ottonello,Salames y salamini,299,,,,,,,geant,,300878,https://www.geant.com.uy/product/pack-ottonello-longaniza-salamin-y-cantimpalo/300878
Salame ½ Milán OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Salames y salamini,620,,,,,,,devoto,,300609,https://www.devoto.com.uy/product/salame-milan-ottonello-x-50-g/300609
Salame ½ Milán OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Salames y salamini,620,,,,,,,disco,,300609,https://www.disco.com.uy/product/salame-milan-ottonello-x-50-g/300609
Salame ½ Milán OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Salames y salamini,620,,,,,,,geant,,300609,https://www.geant.com.uy/product/salame-milan-ottonello-x-50-g/300609
Salame Criollo OTTONELLO Picado Fino (Kg),Ottonello,Competencia,Ottonello,Salames y salamini,740,,,,,,,tiendainglesa,,1187,"https://www.tiendainglesa.com.uy/supermercado/salame-criollo-ottonello-picado-fino-kg.producto?1187,,42"
Salame Criollo Picado Fino Ottonello Kg,Ottonello,Competencia,Ottonello,Salames y salamini,65,650,,,,,,tata,,165666,https://www.tata.com.uy/salame-criollo-picado-fino-ottonello-kg-165666/p
Salame finceta Sureña OTTONELLO feteado a/c,Ottonello,Competencia,Ottonello,Salames y salamini,163,650,,,,,,devoto,,301024,https://www.devoto.com.uy/product/salame-finceta-surena-ottonello-feteado-a-c/301024
Salame finceta Sureña OTTONELLO feteado a/c,Ottonello,Competencia,Ottonello,Salames y salamini,163,650,,,,,,disco,,301024,https://www.disco.com.uy/product/salame-finceta-surena-ottonello-feteado-a-c/301024
Salame finceta Sureña OTTONELLO feteado a/c,Ottonello,Competencia,Ottonello,Salames y salamini,163,650,,,,,,geant,,301024,https://www.geant.com.uy/product/salame-finceta-surena-ottonello-feteado-a-c/301024
Salame Flauta Sureña OTTONELLO (Kg),Ottonello,Competencia,Ottonello,Salames y salamini,710,,,,,,,tiendainglesa,,326392,"https://www.tiendainglesa.com.uy/supermercado/salame-flauta-surena-ottonello-kg.producto?326392,,42"
Salame Fuet Ottonello 1 U,Ottonello,Competencia,Ottonello,Salames y salamini,228,228,,,,,,tata,,147493,https://www.tata.com.uy/salame-fuet-ottonello-1-u-147493/p
Salame Fuet OTTONELLO x 180 g,Ottonello,Competencia,Ottonello,Salames y salamini,121,890,,,,,,geant,,335145,https://www.geant.com.uy/product/salame-fuet-ottonello-x-180-g/335145
Salame Milan Ottonello,Ottonello,Competencia,Ottonello,Salames y salamini,87.91,590,,,,,,tata,,19508,https://www.tata.com.uy/salame-milan-ottonello-19508/p
Salame Ottonello Cantimpalo 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,174.9,174.9,,,,,,eldorado,,12555,https://www.eldorado.com.uy/salame-ottonello-cantimpalo-200-g/p
Salame Ottonello Criollo Kg .,Ottonello,Competencia,Ottonello,Salames y salamini,687,687,,,,,,eldorado,,24128,https://www.eldorado.com.uy/salame-ottonello-criollo-kg/p
Salame Ottonello Criollo Picado Grueso Kg,Ottonello,Competencia,Ottonello,Salames y salamini,703,703,,,,,,eldorado,,9854,https://www.eldorado.com.uy/salame-ottonello-criollo-picado-grueso-kg/p
Salame Ottonello Milan Picado Fino Kg,Ottonello,Competencia,Ottonello,Salames y salamini,739,739,,,,,,eldorado,,2695,https://www.eldorado.com.uy/salame-ottonello-milan-picado-fino-kg/p
Salame Ottonello Milan Picado Grueso Kg,Ottonello,Competencia,Ottonello,Salames y salamini,817,817,,,,,,eldorado,,9899,https://www.eldorado.com.uy/salame-ottonello-milan-picado-grueso-kg/p
Salame Ottonello Pack 3Un 110Gr,Ottonello,Competencia,Ottonello,Salames y salamini,339,339,,,,,,eldorado,,846,https://www.eldorado.com.uy/salame-ottonello-pack-3un-110gr/p
Salame Ottonello Pipa 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,173,173,,,,,,eldorado,,18664,https://www.eldorado.com.uy/salame-ottonello-pipa-200-g/p
Salame Ottonello Tandilero 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,174.9,174.9,,,,,,eldorado,,14830,https://www.eldorado.com.uy/salame-ottonello-tandilero-200-g/p
Salame Picado Fino Milanito Ottonello Al Vacio 220 Gr,Ottonello,Competencia,Ottonello,Salames y salamini,178,178,,,,,,tata,,119045,https://www.tata.com.uy/salame-picado-fino-milanito-ottonello-al-vacio-220-gr-119045/p
Salame Picado Grueso Criollo Ottonello 200 G,Ottonello,Competencia,Ottonello,Salames y salamini,152,760,,,,,,tata,,7893,https://www.tata.com.uy/salame-picado-grueso-criollo-ottonello-200-g-1000057455-7893/p
Salame pipa al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,devoto,,300484,https://www.devoto.com.uy/product/salame-pipa-al-vacio-ottonello-x-200-g/300484
Salame pipa al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,disco,,300484,https://www.disco.com.uy/product/salame-pipa-al-vacio-ottonello-x-200-g/300484
Salame pipa al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,geant,,300484,https://www.geant.com.uy/product/salame-pipa-al-vacio-ottonello-x-200-g/300484
Salame Riojano OTTONELLO 180 g,Ottonello,Competencia,Ottonello,Salames y salamini,340,,,,,,,devoto,,301532,https://www.devoto.com.uy/product/salame-riojano-ottonello-180-g/301532
Salame Riojano OTTONELLO 180 g,Ottonello,Competencia,Ottonello,Salames y salamini,340,,,,,,,disco,,301532,https://www.disco.com.uy/product/salame-riojano-ottonello-180-g/301532
Salame Riojano OTTONELLO 180 g,Ottonello,Competencia,Ottonello,Salames y salamini,340,,,,,,,geant,,301532,https://www.geant.com.uy/product/salame-riojano-ottonello-180-g/301532
Salame tipo Milán La Sureña Grande 100 G,Ottonello,Competencia,Ottonello,Salames y salamini,59,590,,,,,,tata,,7892,https://www.tata.com.uy/salame-tipo-milan-la-surea±a-grande-100-g-7892/p
Salamín tandilero al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,devoto,,300495,https://www.devoto.com.uy/product/salamin-tandilero-al-vacio-ottonello-x-200-g/300495
Salamín tandilero al vacío OTTONELLO x 200 g,Ottonello,Competencia,Ottonello,Salames y salamini,170,849,,,,,,disco,,300495,https://www.disco.com.uy/product/salamin-tandilero-al-vacio-ottonello-x-200-g/300495
Salamin tandilero OTTONELLO x 250 g,Ottonello,Competencia,Ottonello,Salames y salamini,248,990,,,,,,devoto,,357050,https://www.devoto.com.uy/product/salamin-tandilero-ottonello-x-250-g/357050
Salamin tandilero OTTONELLO x 250 g,Ottonello,Competencia,Ottonello,Salames y salamini,248,990,,,,,,disco,,357050,https://www.disco.com.uy/product/salamin-tandilero-ottonello-x-250-g/357050
Longaniza Pipa sin Piel Al Vacío SCHNECK un.,Schneck,Competencia,Schneck,Salames y salamini,149,,,,,,,devoto,,362431,https://www.devoto.com.uy/product/longaniza-pipa-sin-piel-al-vacio-schneck-un/362431
Longaniza Pipa sin Piel Al Vacío SCHNECK un.,Schneck,Competencia,Schneck,Salames y salamini,149,,,,,,,disco,,362431,https://www.disco.com.uy/product/longaniza-pipa-sin-piel-al-vacio-schneck-un/362431
Longaniza Pipa sin Piel Al Vacío SCHNECK un.,Schneck,Competencia,Schneck,Salames y salamini,149,,,,,,,geant,,362431,https://www.geant.com.uy/product/longaniza-pipa-sin-piel-al-vacio-schneck-un/362431
Longaniza SCHNECK al Vacío (1 un.) $ 240,Schneck,Competencia,Schneck,Salames y salamini,240,,,,,,,tiendainglesa,,1017595,"https://www.tiendainglesa.com.uy/supermercado/longaniza-schneck-al-vacio-1-un..producto?1017595,,42"
Longaniza Schneck Al Vacío 190 Gr,Schneck,Competencia,Schneck,Salames y salamini,225,225,,,,,,tata,,164733,https://www.tata.com.uy/longaniza-schneck-al-vacio-190-gr-164733/p
"Longaniza Schneck Sin Piel A/V 0,200gr",Schneck,Competencia,Schneck,Salames y salamini,149,203,,,,,,eldorado,,50564,https://www.eldorado.com.uy/longaniza-schneck-sin-piel-a-v-0-200gr/p
Salame Feteado Schneck 200 G,Schneck,Competencia,Schneck,Salames y salamini,275,275,,,,,,tata,,147490,https://www.tata.com.uy/salame-feteado-schneck-200-g-147490/p
Salame Feteado SCHNECK 200 gr $ 290,Schneck,Competencia,Schneck,Salames y salamini,290,,,,,,,tiendainglesa,,1012421,"https://www.tiendainglesa.com.uy/supermercado/salame-feteado-schneck-200-gr.producto?1012421,,42"
Salame Milan Schneck La Guillermina Feteado 200 g,Schneck,Competencia,Schneck,Salames y salamini,155,155,,,,,,tata,,173524,https://www.tata.com.uy/salame-milan-schneck-la-guillermina-feteado-200-g-1000590001-173524/p
Salame Pipa SCHNECK al Vacío sin Piel x Unidad $ 220,Schneck,Competencia,Schneck,Salames y salamini,220,,,,,,,tiendainglesa,,1017594,"https://www.tiendainglesa.com.uy/supermercado/salame-pipa-schneck-al-vacio-sin-piel-x-unidad.producto?1017594,,42"
